EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
927,5.0,19,4.0,5,24416,01-26-2019,4,80,1,Life Sciences,Travel Frequently,YES,16,74,5,3,1125,YES,m,Y,3,3,0,High potential,2,0,31.0,4.0,Research&Development,9689.0,3.0,MARRIED,3,0,3,Research Scientist
928,6.0,20,,5,25790,05-06-2021,3,80,1,Medical,Travel Rarely,No,10 km,46,5,3,249,1,Female,Y,4,4,5,Average,2,1,40.0,2.0,Research and Development,7852.0,4.0,single,4,2,3,Research Scientist
929,30.0,11,2.0,0,6719,2023-04-05,4,80,1,Marketing,Travel Rarely,yes,2,87,0,3,103,False,Female,Y,4,2,0,,1,0,51.0,4.0,Sales,8002.0,2.0,single,3,0,3,Sales Executive
930,6.0,18,2.0,4,9748,2018-12-28,2,80,1,Medical,Travel Frequently,No,1,87,1,4,567,No,MALE,Y,3,2,1,Needs improvement,2,0,36.0,3.0,Research & Development,8066.0,4.0,single,3,0,4,Laboratory Technician
931,13.0,22,2.0,4,4870,05-29-2008,2,80,1,Life Sciences,Travel Rarely,N,2,86,3,3,169,0,M,Y,4,1,3,Transferred from other dept,5,0,32.0,4.0,R&D,$18711.0,1.0,Married,3,1,3,Research Scientist
932,3.0,15,1.0,3,6758,2017-12-01,2,80,1,Medical,Travel Rarely,Yes,19,36,2,3,300,no,Male,Y,3,5,3,High potential,1,1,53.0,2.0,Saless,5439.0,,MARRIED,2,0,3,Sales Representative
933,15.0,12,0.0,8,15038,06-14-2019,1,80,1,Marketing,Travel_Rarely,NO,8 km,68,8,3,407,False,m,Y,1,3,0,Exceeded expectations,3,1,23.0,4.0,Saless,11878.0,3.0,Single,1,0,4,Sales Executive
934,3.0,18,1.0,1,7968,02-07-2016,4,80,1,Life Sciences,Travel_Frequently,N,10,87,0,3,1375,no,Female,Y,3,1,1,Average,1,1,18.0 years,3.0,Research & Development,$2493.0,2.0,D,2,1,4,Laboratory Technician
935,5.0,15,3.0,5,13659,2009-04-19,4,80,1,Medical,Rarely,No,2,85,1,3,1410,Yes,Male,Y,4,2,0,Good performer,1,2,nan,1.0,Research and Development,$5556.0,4.0,married,3,1,2,Research Scientist
936,6.0,20,,6,19482,03-17-2007,4,80,1,Medical,travel_rarely,No,10,44,3,3,1021,0,MALE,Y,1,3,0,Remote worker,2,3,32.0,3.0,Research&Development,6897.0,4.0,M,2,3,3,Research Scientist
937,,24,0.0,6,21553,20/02/2014,3,80,1,Technical Degree,Travel_Rarely,No,1,73,0,3,391,no,Male,Y,4,0,1,Flight risk,1,1,27.0,2.0,Research & Development,3730.0,4.0,DIVORCED,3,0,2,Healthcare Representative
938,0.0,20,2.0,0,18766,12-13-2014,3,80,1,Technical Degree,travel_rarely,No,3,41,0,3,1277,0,F,Y,3,3,0,Good performer,1,1,43.0,1.0,R&D,7616.0,2.0,single,3,0,1,Laboratory Technician
939,2.0,23,0.0,2,9790,2018-04-24,4,80,1,Medical,Frequently,NO,7,37,0,3,1023,NO,FEMALE,Y,2,5,0,Remote worker,1,0,39.0 years,3.0,Sale,4679.0,4.0,M,3,2,3,Manager
940,12.0,24,0.0,2,22324,07-05-2008,3,80,1,Medical,Non-Travel,N,1,70,1,3,1256,NO,male,Y,3,1,0,On PIP,2,2,31.0,2.0,Saless,6495.0,3.0,M,1,2,4,Manager
941,8.0,13,3.0,6,11585,2007-10-31,4,80,1,Technical Degree,Travel_Rarely,Y,13,63,3,3,982,False,female,Y,2,2,0,Average,3,2,25.0,2.0,research & development,10461.0,4.0,D,4,0,2,Laboratory Technician
942,2.0,17,2.0,2,25836,2015-02-09,2,80,1,Medical,Rarely,No,2,75,0,3,685,NO,MALE,Y,3,0,0,Average,1,0,44.0,3.0,Research and Development,3049.0,3.0,divorced,3,2,4,Research Scientist
943,3.0,14,1.0,2,24836,02-17-2006,3,80,1,Life Sciences,Frequently,N,8,58,0,4,1397,YES,M,Y,4,1,0,Top performer,3,1,42.0,2.0,R&D,$13150.0,,single,4,2,4,Healthcare Representative
944,4.0,21,6.0,4,6271,2016-12-06,4,80,1,Marketing,travel_rarely,yes,4,45,4,3,608,False,FEMALE,Y,2,3,4,,1,3,36.0,2.0,Research&Development,3956.0,4.0,divorced,3,1,4,Research Director
945,5.0,21,4.0,5,6323,04-21-2019,4,80,1,Life Sciences,travel_rarely,No,7,34,5,3,1476,False,FEMALE,Y,3,0,0,Recently promoted,2,0,53.0,1.0,research & development,8793.0,4.0,single,1,2,2,Laboratory Technician
946,17.0,20,2.0,0,4038,23/12/2012,4,80,1,,Rarely,N,1,34,0,3,104,False,FEMALE,Y,3,2,0,Key talent,2,0,27.0,1.0,Sale,$10034.0,4.0,Divorced,1,0,4,Sales Representative
947,0.0,22,2.0,0,17977,30/11/2013,3,80,1,Technical Degree,Travel_Rarely,Y,1,59,0,3,392,NO,MALE,Y,4,3,0,Key talent,3,0,23.0,4.0,Research & Development,10249.0,4.0,D,4,0,3,Manufacturing Director
948,22.0,16,2.0,0,7461,2007-03-01,4,80,1,Medical,Travel Rarely,N,19,79,0,3,459,Yes,Male,Y,3,5,0,Good performer,5,0,30.0,4.0,,$17798.0,4.0,Single,3,0,3,Sales Executive
949,5.0,20,3.0,3,10063,08/10/2016,2,80,1,Life Sciences,travel_rarely,N,2,34,0,3,313,0,f,Y,2,3,2,,4,0,36.0,4.0,Sale,12454.0,1.0,MARRIED,2,1,1,Sales Representative
950,,18,2.0,2,20369,2010-04-20,2,80,1,Life Sciences,Rarely,Yes,13,42,0,3,1138,0,male,Y,4,1,2,Key talent,1,0,39.0,2.0,SALES,8668.0,,S,3,2,1,Sales Representative
951,7.0,11,0.0,0,3262,10/06/2019,3,80,1,Life Sciences,Travel_Rarely,NO,29,78,0,3,1396,NO,M,Y,3,2,0,Excellent team player,4,0,34.0,4.0,research & development,15404.0,3.0,married,1,0,4,Manufacturing Director
952,10.0,12,6.0,10,7731,07-14-2015,4,80,1,Life Sciences,Travel_Rarely,No,1,79,4,3,662,no,Male,Y,3,3,3,Exceeded expectations,1,2,40.0,3.0,Research and Development,4711.0,,married,3,3,3,Research Scientist
953,0.0,24,1.0,0,23500,2005-07-17,2,80,1,Life Sciences,travel_frequently,Y,2,43,0,3,864,Yes,female,Y,2,1,0,Top performer,5,0,nan,1.0,Research and Development,nan,4.0,married,2,0,2,Research Scientist
954,12.0,23,4.0,0,11903,03-02-2020,3,80,1,Marketing,travel_frequently,YES,8,75,0,4,144,no,m,Y,4,2,0,Remote worker,1,0,49.0,4.0,Research & Development,4829.0,4.0,Divorced,4,0,2,Research Scientist
955,14.0,18,5.0,6,2349,2012-06-13,3,80,1,Life Sciences,Travel Rarely,no,26,63,2,3,802,0,MALE,Y,3,6,6,,2,0,36.0,4.0,R&D,7490.0,4.0,married,2,6,3,Research Scientist
956,1.0,17,0.0,1,2440,2014-09-23,3,80,1,Medical,travel_rarely,No,19,76,0,4,733,NO,f,Y,4,0,1,Transferred from other dept,1,0,47.0 years,4.0,Research and Development,$7929.0,3.0,M,4,0,1,Healthcare Representative
957,1.0,20,,1,21192,05-18-2005,2,80,1,Life Sciences,Travel Frequently,No,5,89,0,3,1310,NO,male,Y,2,2,1,Meets expectations,1,3,40.0,2.0,research & development,3161.0,3.0,Divorsed,3,1,4,Research Scientist
958,2.0,19,,2,15899,2012-01-09,1,80,1,Other,Frequently,No,12 km,40,0,3,760,N,male,Y,3,4,0,Good performer,3,2,41.0,3.0,research & development,11202.0,,D,1,2,1,Research Scientist
959,15.0,12,1.0,1,20946,2023-04-01,4,80,1,Life Sciences,travel_rarely,Yes,1 km,79,1,3,1293,Y,Male,Y,2,1,1,,4,1,42.0,1.0,SALES,13972.0,2.0,SINGLE,4,1,2,Sales Executive
960,3.0,18,1.0,0,5152,2005-10-10,3,80,1,Life Sciences,Travel Rarely,no,29,33,0,3,820,NO,Male,Y,3,0,0,,2,1,41.0,2.0,research & development,7823.0,4.0,D,4,0,3,Laboratory Technician
961,15.0,16,2.0,6,26863,2006-03-07,4,80,1,Life Sciences,travel_rarely,yes,26,70,4,3,693,no,M,Y,4,1,1,,3,1,42.0,4.0,Research&Development,10837.0,4.0,single,2,0,3,Laboratory Technician
962,7.0,11,3.0,4,12247,2018-06-02,3,80,1,Medical,Rarely,YES,1 km,88,0,3,345,No,MALE,Y,2,3,0,New hire,3,0,48.0,2.0,Research & Development,10825.0,3.0,D,3,0,3,Research Scientist
963,14.0,14,2.0,14,20717,2009-03-09,1,80,1,Medical,Rarely,NO,2,89,3,3,956,no,f,Y,2,6,2,Top performer,1,0,38.0,2.0,Human Resourses,6309.0,4.0,S,4,1,3,Human Resources
964,8.0,24,1.0,6,11614,08-31-2020,2,80,1,Medical,Travel Rarely,N,1,91,2,3,651,no,MALE,Y,3,3,0,On PIP,1,0,43.0,1.0,Research & Development,5913.0,,Single,4,1,5,Research Scientist
965,,12,0.0,4,18457,2021-03-06,1,80,1,Medical,Travel_Rarely,N,2,54,4,3,142,1,f,Y,1,1,2,Top performer,1,3,36.0 years,3.0,Research and Development,5628.0,,M,4,1,3,Laboratory Technician
966,24.0,17,4.0,23,25928,2008-06-25,1,80,1,Life Sciences,Rarely,N,13,62,4,3,940,no,MALE,Y,3,2,4,Meets expectations,2,0,49.0,4.0,Research and Development,3449.0,2.0,MARRIED,4,2,1,Research Scientist
967,12.0,19,2.0,2,8949,2016-07-17,2,80,1,Medical,Rarely,yes,3,48,2,4,278,yes,male,Y,3,3,1,Flight risk,1,1,30.0,3.0,SALES,5449.0,4.0,M,2,0,3,Manager
968,6.0,16,1.0,0,4205,03-12-2011,3,80,1,Medical,None,no,1,86,0,4,634,0,male,Y,4,3,0,High potential,1,0,53.0,2.0,Sales,$2516.0,1.0,Single,4,0,4,Sales Executive
969,10.0,14,0.0,1,19855,14/09/2018,4,80,1,Life Sciences,Rarely,no,3,44,0,3,706,0,MALE,Y,1,3,0,Transferred from other dept,1,0,36.0,3.0,research & development,$5969.0,3.0,Married,2,0,3,Research Scientist
970,9.0,15,1.0,1,21865,2015-04-10,4,80,1,Life Sciences,Travel_Rarely,No,29,70,1,3,771,False,F,Y,4,3,1,Average,1,1,24.0,3.0,Research&Development,7211.0,2.0,D,1,1,1,Manufacturing Director
971,4.0,21,1.0,3,25922,28/02/2019,4,80,1,Life Sciences,Frequently,No,7,98,0,3,1367,0,male,Y,3,6,1,Transferred from other dept,4,0,38.0,4.0,Research & Development,12610.0,4.0,M,4,0,4,Research Scientist
972,5.0,11,0.0,0,21564,11/08/2021,3,80,1,Life Sciences,Travel_Rarely,no,4,89,0,3,1026,0,M,Y,2,2,0,Needs improvement,1,3,30.0,3.0,Research&Development,4607.0,2.0,Single,2,0,3,Manufacturing Director
973,3.0,23,4.0,1,15133,09/11/2007,1,80,1,Medical,travel_rarely,NO,1,51,0,4,116,True,female,Y,2,2,1,Excellent team player,2,0,nan,2.0,Sale,7100.0,3.0,married,3,1,3,Sales Executive
974,40.0,14,3.0,1,20114,02-09-2004,3,80,1,Life Sciences,Travel_Rarely,N,29,72,1,3,1235,1,Female,Y,4,4,0,Meets expectations,2,0,31.0,2.0,Sale,9853.0,3.0,S,3,0,1,Sales Representative
975,8.0,23,2.0,0,2035,2008-11-11,2,80,1,Life Sciences,Travel Rarely,YES,13,61,0,3,925,False,Female,Y,3,2,0,New hire,2,1,32.0,4.0,Human Resources,8142.0,4.0,Divorced,4,0,2,Human Resources
976,,20,4.0,0,19404,04/06/2009,4,80,1,Life Sciences,travel_rarely,YES,2,42,0,3,646,No,MALE,Y,3,2,0,Excellent team player,1,2,19.0,,R&D,7592.0,3.0,Divorsed,3,0,3,Research Director
977,7.0,13,3.0,0,7534,17/12/2006,2,80,1,Human Resources,Travel_Rarely,no,1,67,0,4,1153,N,f,Y,1,3,0,Flight risk,1,0,32.0,4.0,Research&Development,nan,4.0,M,3,0,2,Research Scientist
978,0.0,19,3.0,0,25545,2005-09-04,2,80,1,Technical Degree,Travel_Rarely,no,1,55,0,3,1315,N,Male,Y,2,2,0,,1,1,18.0,2.0,Research and Development,26815,3.0,Married,1,0,3,Research Scientist
979,3.0,16,0.0,1,10009,2019-07-02,1,80,1,Life Sciences,Travel_Frequently,N,1,34,0,4,536,No,male,Y,3,2,0,New hire,2,2,22.0,4.0,Saless,8102.0,2.0,divorced,2,1,3,Sales Executive
980,5.0,14,1.0,5,12952,03/11/2012,4,80,1,Life Sciences,Non-Travel,NO,6,78,2,3,278,No,male,Y,3,5,1,Exceeded expectations,1,0,43.0 years,1.0,Sale,6226.0,3.0,MARRIED,4,1,2,Manager
981,7.0,13,4.0,0,21501,06/10/2017,4,80,1,Life Sciences,Travel_Rarely,NO,21,34,0,3,715,yes,Male,Y,4,1,0,Exceeded expectations,2,3,44.0,,research & development,5393.0,3.0,D,3,0,5,Healthcare Representative
982,37.0,22,1.0,10,4535,19/02/2021,3,80,1,Medical,Travel_Rarely,YES,5,77,4,3,776,No,Male,Y,4,2,0,,3,0,40.0 years,3.0,Research & Development,11128.0,3.0,M,2,2,4,Research Scientist
983,40.0,23,0.0,4,23098,2010-06-07,3,80,1,Life Sciences,Travel Rarely,NO,14,47,3,3,733,Y,m,Y,3,0,4,Top performer,2,0,28.0,3.0,R&D,7894.0,4.0,DIVORCED,3,2,4,Research Scientist
984,1.0,14,0.0,1,26721,2015-05-02,1,80,1,Medical,Travel Rarely,Yes,4,35,0,4,1257,NO,Female,Y,2,4,0,Top performer,2,1,36.0,3.0,Research and Development,9088.0,3.0,MARRIED,2,1,1,Laboratory Technician
985,7.0,18,2.0,3,6963,2023-06-11,2,80,1,Medical,Travel Frequently,no,9,95,0,3,901,NO,MALE,Y,4,2,0,Good performer,2,0,36.0,,Saless,7718.0,1.0,M,3,0,1,Sales Executive
986,16.0,22,1.0,2,14707,06-26-2009,3,80,1,Technical Degree,Travel_Frequently,No,10,71,0,3,411,True,m,Y,3,4,0,On PIP,3,1,26.0,2.0,R&D,9441.0,2.0,divorced,1,0,3,Research Scientist
987,2.0,15,0.0,0,24475,01-03-2011,3,80,1,Life Sciences,travel_rarely,no,1,81,0,3,124,NO,Male,Y,4,1,0,High potential,1,1,50.0,4.0,SALES,5011.0,4.0,M,2,0,2,Sales Executive
988,13.0,23,1.0,7,14860,2013-07-25,3,80,1,Marketing,Travel Rarely,No,3,40,7,3,470,no,female,Y,4,2,0,New hire,3,0,44.0,3.0,research & development,9375.0,4.0,MARRIED,3,7,5,Laboratory Technician
989,21.0,21,2.0,13,16247,01-16-2005,3,80,1,Marketing,Rarely,Y,8 km,55,7,3,624,N,Male,Y,3,3,1,Remote worker,3,3,35.0 years,4.0,Sale,8112.0,2.0,Single,4,4,2,Manager
990,10.0,11,1.0,10,19410,02-02-2023,4,80,1,Life Sciences,Frequently,YES,1,50,0,3,1442,1,MALE,Y,3,2,1,Remote worker,2,1,37.0,3.0,Research & Development,9090.0,1.0,married,3,0,3,Research Director
991,3.0,15,3.0,3,22049,2012-02-02,3,80,1,Life Sciences,Travel_Rarely,no,3,95,3,3,329,0,FEMALE,Y,2,2,2,Good performer,1,1,38.0,4.0,Sales,5868.0,2.0,M,3,3,3,Sales Executive
992,25.0,18,2.0,2,19670,2009-06-16,4,80,1,Life Sciences,travel_rarely,no,6,69,2,3,1225,NO,female,Y,3,3,0,Exceeded expectations,2,0,18.0,3.0,Research&Development,8700.0,4.0,S,2,0,3,Laboratory Technician
993,21.0,21,2.0,3,21230,2013-05-19,3,80,1,Life Sciences,No Travel,no,29,85,0,3,477,no,m,Y,3,2,2,Meets expectations,1,0,34.0,2.0,R&D,6954.0,1.0,Single,3,3,2,Healthcare Representative
994,12.0,22,3.0,5,10512,02/12/2005,4,80,1,Life Sciences,Non-Travel,No,5,80,1,3,987,False,female,Y,3,5,0,Key talent,1,1,30.0,3.0,R&D,4002.0,3.0,Married,4,0,3,Research Scientist
995,4.0,14,2.0,4,26158,2017-03-03,3,80,1,Medical,travel_rarely,NO,13,49,1,3,1326,NO,Female,Y,3,2,4,Transferred from other dept,1,2,27.0,3.0,Research and Development,2853.0,2.0,married,3,3,2,Manufacturing Director
996,15.0,24,2.0,2,15887,2007-01-06,3,80,1,Medical,Rarely,no,4,86,2,3,1390,No,female,Y,4,3,2,On PIP,1,0,34.0,3.0,Research&Development,4894.0,4.0,married,2,2,4,Laboratory Technician
997,3.0,12,1.0,3,4293,17/02/2022,3,80,1,Human Resources,Travel Rarely,N,12,34,1,3,561,False,m,Y,2,4,1,Transferred from other dept,2,1,53.0,4.0,Research & Development,7478.0,1.0,S,4,3,1,Research Scientist
998,2.0,23,3.0,1,19996,23/11/2016,2,80,1,Life Sciences,Travel_Rarely,N,7,43,1,3,464,No,F,Y,2,2,1,Recently promoted,3,1,42.0,3.0,H.R.,9736.0,2.0,M,3,1,4,Human Resources
999,7.0,13,2.0,3,18860,2022-11-12,2,80,1,Other,Travel_Rarely,NO,17 km,53,1,3,203,no,male,Y,3,2,0,Recently promoted,1,0,31.0,4.0,research & development,4880.0,4.0,SINGLE,2,3,4,Research Scientist
1000,40.0,24,1.0,16,25810,04-19-2008,2,80,1,Life Sciences,travel_rarely,NO,4,97,0,3,1234,no,m,Y,3,2,3,Transferred from other dept,4,2,42.0,,Sales,nan,3.0,M,3,2,2,Sales Representative
1001,16.0,21,3.0,13,13356,11-08-2012,3,80,1,Marketing,Travel_Rarely,NO,7,81,1,3,527,False,M,Y,3,6,1,Flight risk,5,0,49.0,1.0,HR,14245.0,4.0,Single,2,3,4,Human Resources
1002,13.0,19,,5,12018,03-13-2021,2,80,1,Life Sciences,Travel_Rarely,Y,7,77,4,3,568,yes,m,Y,3,3,1,Flight risk,5,0,45.0,4.0,Research & Development,16338.0,,single,1,1,1,Research Scientist
1003,6.0,24,0.0,1,14820,2010-01-22,3,80,1,Life Sciences,Travel Frequently,NO,4,76,1,3,1114,False,m,Y,3,3,0,Recently promoted,3,0,37.0,4.0,Sale,$9295.0,3.0,S,4,0,5,Sales Executive
1004,3.0,17,0.0,1,17933,2018-11-23,4,80,1,Technical Degree,Rarely,no,1,89,1,3,969,no,F,Y,1,2,1,Exceeded expectations,2,0,31.0,1.0,Research & Development,nan,2.0,married,3,1,3,Healthcare Representative
1005,19.0,13,3.0,0,3947,2023-09-08,4,80,1,Life Sciences,Rarely,No,1,32,0,3,869,YES,male,Y,2,0,0,High potential,1,0,43.0,1.0,R&D,$4015.0,3.0,S,4,0,3,Laboratory Technician
1006,,15,1.0,6,21715,09-05-2016,3,80,1,Medical,travel_frequently,Y,1,38,1,3,779,yes,M,Y,3,3,1,High potential,2,2,40.0,3.0,research & development,9667.0,1.0,Married,4,0,3,Laboratory Technician
1007,16.0,13,1.0,3,23644,04/09/2007,2,80,1,Medical,Non Travel,No,16,53,1,3,904,yes,male,Y,2,5,0,Transferred from other dept,2,1,nan,1.0,SALES,10405.0,1.0,MARRIED,3,0,1,Sales Representative
1008,6.0,20,1.0,4,17310,2020-02-07,2,80,1,Medical,Rarely,Y,2,33,0,3,985,no,m,Y,2,1,2,Remote worker,3,0,42.0,3.0,Research&Development,12019.0,2.0,MARRIED,4,0,5,Laboratory Technician
1009,14.0,14,1.0,3,24450,09-06-2007,2,80,1,Medical,travel_rarely,no,1,38,3,3,660,No,female,Y,1,4,1,New hire,5,1,46.0,4.0,Research and Development,14673.0,3.0,married,4,3,1,Research Scientist
1010,20.0,22,5.0,3,18303,08-25-2015,3,80,1,,Travel Rarely,Yes,10 km,30,1,3,1373,N,MALE,Y,3,2,2,Flight risk,2,1,32.0,2.0,research & development,10257.0,,Divorced,3,1,3,Manufacturing Director
1011,4.0,18,1.0,4,17014,11-12-2011,4,80,1,Life Sciences,travel_rarely,no,3,64,1,3,430,False,M,Y,4,4,2,Remote worker,1,0,48.0,2.0,Sale,nan,3.0,Single,2,0,3,Sales Executive
1012,0.0,24,2.0,0,26031,06-25-2008,2,80,1,Medical,Frequently,no,5,41,0,3,686,No,M,Y,4,2,0,Average,1,0,38.0 years,4.0,research & development,5028.0,3.0,Married,4,0,5,Research Scientist
1013,2.0,13,0.0,0,23853,02-04-2018,3,80,1,Technical Degree,Travel_Rarely,N,1 km,47,0,3,300,Yes,Male,Y,4,3,0,,1,0,55.0,1.0,sales,6984.0,1.0,S,1,0,2,Sales Representative
1014,24.0,13,2.0,8,19977,2022-12-15,3,80,1,Life Sciences,Travel Rarely,no,25,39,4,4,553,No,m,Y,1,5,0,New hire,2,0,30.0,4.0,Sale,7172.0,2.0,SINGLE,2,3,3,Sales Executive
1015,11.0,21,2.0,2,11939,2017-02-04,2,80,1,Life Sciences,Frequently,no,15 km,47,2,3,925,N,f,Y,4,3,2,Recently promoted,2,2,52.0,2.0,Saless,5200.0,1.0,Married,3,2,3,Sales Executive
1016,13.0,21,3.0,6,16465,14/07/2016,4,80,1,Medical,No Travel,Y,15,53,4,3,210,N,female,Y,3,5,1,,3,1,38.0 years,3.0,sales,9859.0,1.0,M,4,1,4,Sales Executive
1017,3.0,18,3.0,3,12225,03-01-2006,3,80,1,Medical,travel_rarely,NO,4,30,2,3,963,No,MALE,Y,4,2,2,,2,3,31.0 years,2.0,Sale,10593.0,1.0,Divorsed,4,0,1,Sales Executive
1018,,20,1.0,1,9704,12/11/2017,4,80,1,Life Sciences,Rarely,Y,11,45,0,3,1007,yes,f,Y,4,6,1,Transferred from other dept,4,2,32.0,4.0,R&D,11763.0,2.0,married,3,1,2,Manufacturing Director
1019,10.0,23,0.0,0,24538,30/10/2020,3,80,1,Life Sciences,Travel_Rarely,no,1,44,0,3,1332,No,FEMALE,Y,3,4,0,Key talent,2,0,34.0,3.0,Research&Development,7999.0,4.0,D,2,0,2,Laboratory Technician
1020,1.0,20,2.0,1,18640,2021-03-25,1,80,1,Medical,Travel_Rarely,N,1,91,0,4,132,No,Female,Y,1,1,1,Transferred from other dept,3,2,40.0,4.0,Research&Development,11051.0,3.0,S,3,1,4,Laboratory Technician
1021,34.0,17,2.0,1,8512,2004-08-03,3,80,1,Life Sciences,Travel_Frequently,yes,1,34,1,4,654,False,M,Y,3,2,1,Meets expectations,1,0,41.0,3.0,R&D,4230.0,3.0,Single,4,0,2,Manufacturing Director
1022,4.0,17,6.0,4,4991,10-26-2010,1,80,1,Medical,Travel_Rarely,No,7,74,4,3,206,1,MALE,Y,3,5,3,Top performer,4,0,31.0,4.0,Research & Development,13334.0,4.0,single,2,4,3,Research Scientist
1023,3.0,20,3.0,0,19801,26/08/2014,3,80,1,Marketing,Travel Rarely,NO,4,81,0,3,1388,0,m,Y,2,1,0,Exceeded expectations,3,1,36.0,3.0,Research and Development,11108.0,4.0,SINGLE,3,0,2,Research Scientist
1024,4.0,12,2.0,0,26144,2008-12-06,4,80,1,Life Sciences,Rarely,No,5 km,36,0,3,325,Yes,F,Y,2,3,0,Top performer,1,0,56.0 years,4.0,research & development,4156.0,3.0,married,3,0,4,Laboratory Technician
1025,0.0,22,4.0,0,9965,2012-02-01,4,80,1,Medical,Travel_Frequently,Yes,1,56,0,3,586,N,FEMALE,Y,3,3,0,High potential,1,0,52.0 years,2.0,human resources,2866.0,2.0,married,4,0,5,Human Resources
1026,,17,4.0,4,15730,14/03/2013,3,80,1,Other,Non Travel,NO,4,42,4,3,278,Yes,MALE,Y,2,0,1,High potential,4,1,40.0 years,3.0,Research&Development,14322.0,4.0,single,3,3,3,Research Director
1027,2.0,20,1.0,2,22498,2017-08-17,3,80,1,Medical,Travel_Rarely,No,10,46,2,3,1345,NO,male,Y,4,4,0,Transferred from other dept,1,2,37.0,3.0,SALES,6610.0,4.0,divorced,1,2,3,Sales Representative
1028,16.0,21,,4,10301,12/07/2007,3,80,1,Technical Degree,Travel_Rarely,No,4,73,0,3,1493,Yes,F,Y,2,2,3,Exceeded expectations,2,0,38.0,1.0,Research & Development,9304.0,4.0,Divorced,4,4,2,Research Scientist
1029,5.0,20,2.0,5,20936,2021-11-10,2,80,1,Medical,travel_rarely,no,10 km,42,1,3,736,No,FEMALE,Y,3,2,1,Good performer,1,0,42.0,,Research and Development,3785.0,3.0,S,1,5,1,Research Scientist
1030,6.0,13,3.0,0,11249,04-11-2017,1,80,1,Marketing,Rarely,YES,2 km,34,0,3,887,YES,female,Y,2,3,0,,3,1,27.0,4.0,SALES,9123.0,3.0,SINGLE,3,0,2,Sales Executive
1031,10.0,24,0.0,4,23791,02/01/2016,2,80,1,Life Sciences,Travel Rarely,Y,13,62,1,3,266,False,f,Y,4,3,0,Top performer,3,1,34.0,3.0,Research&Development,10573.0,3.0,SINGLE,3,2,3,Research Scientist
1032,14.0,17,1.0,8,16155,2004-05-05,3,80,1,Life Sciences,travel_rarely,yes,7,33,2,3,762,No,MALE,Y,3,4,3,High potential,2,0,21.0,2.0,Research&Development,10351.0,3.0,S,1,1,3,Research Scientist
1033,2.0,23,4.0,2,23117,05-28-2009,3,80,1,Life Sciences,travel_rarely,NO,1,55,2,3,399,No,male,Y,2,3,1,Recently promoted,2,3,40.0,2.0,research & development,$8968.0,3.0,SINGLE,1,2,5,Laboratory Technician
1034,33.0,14,3.0,7,18080,21/04/2019,2,80,1,Life Sciences,Travel Rarely,Yes,2,97,0,3,134,Yes,female,Y,3,2,1,Transferred from other dept,5,1,42.0,2.0,R&D,18055.0,4.0,married,1,4,3,Healthcare Representative
1035,9.0,23,3.0,9,4042,03-27-2022,4,80,1,,Travel_Rarely,No,7,45,2,3,506,0,M,Y,1,3,0,Remote worker,3,1,32.0,4.0,Sale,12334.0,4.0,Single,3,6,4,Sales Representative
1036,0.0,18,1.0,0,20565,2022-07-27,1,80,1,Life Sciences,Travel_Rarely,yes,14,51,0,3,413,yes,male,Y,4,4,0,Remote worker,4,3,51.0,3.0,Saless,14631.0,3.0,married,2,0,3,Sales Executive
1037,5.0,18,1.0,5,16834,2008-11-18,2,80,1,Medical,None,yes,4,65,1,4,915,0,FEMALE,Y,3,5,0,Remote worker,2,3,25.0,2.0,research & development,8180.0,3.0,divorced,1,0,3,Laboratory Technician
1038,,16,2.0,5,6492,2005-07-24,3,80,1,Medical,Travel_Rarely,YES,2,87,5,3,842,no,Male,Y,2,3,1,Flight risk,1,0,23.0,3.0,Research and Development,5993.0,4.0,Married,2,0,2,Laboratory Technician
1039,,23,2.0,7,5558,2012-12-25,4,80,1,Medical,travel_rarely,no,16,84,4,3,826,no,f,Y,3,3,2,Good performer,2,0,39.0,1.0,Research and Development,nan,2.0,Divorsed,3,0,3,Healthcare Representative
1040,3.0,22,7.0,3,11813,03-29-2019,4,80,1,Life Sciences,travel_frequently,yes,8,64,2,3,925,True,MALE,Y,2,2,1,Key talent,3,2,46.0,2.0,Research&Development,8878.0,4.0,SINGLE,4,1,3,Healthcare Representative
1041,4.0,13,1.0,3,5658,02/11/2006,3,80,1,Medical,travel_rarely,YES,4,54,0,3,1224,YES,FEMALE,Y,3,4,3,On PIP,1,3,52.0 years,3.0,,6084.0,,Married,3,3,4,Healthcare Representative
1042,,16,2.0,0,18319,2004-08-31,2,80,1,Life Sciences,Travel Rarely,yes,5,90,0,4,668,No,m,Y,3,4,0,,1,1,32.0,4.0,Research&Development,6856.0,1.0,M,3,0,5,Laboratory Technician
